chr	start	end	strand	pvalue	qvalue	meth.diff
CP045898.1	3724249	3724251	*	0.00391661398367993	0.00409377224789073	10.1694915254237
CP045898.1	3735114	3735116	*	0.00167735001509587	0.00409377224789073	13.953488372093
CP045898.1	3970274	3970276	*	0.0013152404638468	0.00409377224789073	15.3846153846154
CP045898.1	4032445	4032447	*	0.000771174578329254	0.00409377224789073	-14.2857142857143
CP045898.1	4093809	4093811	*	0.000582319529815574	0.00409377224789073	-12.962962962963
CP045898.1	4295031	4295033	*	0.0076411333935654	0.00409377224789073	-12
CP045898.1	4420611	4420613	*	0.00230870986519756	0.00409377224789073	13.3333333333333
CP045898.1	4571109	4571111	*	0.00813667574015456	0.00409377224789073	-11.7647058823529
CP045898.1	4580941	4580943	*	0.00308457407373704	0.00409377224789073	-12.266500622665
CP045898.1	4597998	4598000	*	0.0119947068556482	0.00409377224789073	-10.4166666666667
CP045898.1	4639184	4639186	*	0.00789314905077773	0.00409377224789073	10.3448275862069
CP045898.1	4655606	4655608	*	0.00196989349008263	0.00409377224789073	-17.1428571428571
CP045898.1	4669033	4669035	*	0.00475325873354074	0.00409377224789073	16.2162162162162
CP045898.1	4907168	4907170	*	0.00421787696200053	0.00409377224789073	-12.7659574468085
CP045898.1	5294571	5294573	*	0.00155274715413736	0.00409377224789073	-13.0434782608696
CP045898.1	5498775	5498777	*	0.000933942621435023	0.00409377224789073	11.1111111111111
CP045898.1	5661639	5661641	*	0.0168793355657972	0.00409377224789073	-10.4166666666667
CP045898.1	5671975	5671977	*	0.0016294143636345	0.00409377224789073	-11.5384615384615
CP045898.1	5815330	5815332	*	0.00952487902859784	0.00409377224789073	12.7659574468085
CP045898.1	5903880	5903882	*	0.0056445151967751	0.00409377224789073	-15
CP045898.1	5941199	5941201	*	0.00231109104411569	0.00409377224789073	11.7647058823529
CP045898.1	5949255	5949257	*	0.00194210934047271	0.00409377224789073	-13.3333333333333
CP045898.1	6031425	6031427	*	0.00404173289720816	0.00409377224789073	13.8888888888889
CP045898.1	6149738	6149740	*	0.00391627265807487	0.00409377224789073	10.3448275862069
CP045898.1	6154186	6154188	*	0.00468114955602822	0.00409377224789073	-15
CP045898.1	6517716	6517718	*	0.000758589738099369	0.00409377224789073	11.5384615384615
CP045898.1	6720872	6720874	*	0.00427970054510769	0.00409377224789073	-12.8205128205128
CP045898.1	6732606	6732608	*	0.00171808410919445	0.00409377224789073	-12.1242263483643
CP045898.1	6733139	6733141	*	0.000434533298620262	0.00409377224789073	-10.5263157894737
CP045898.1	6743831	6743833	*	0.000212761922987811	0.00409377224789073	-13.9784946236559
CP045898.1	6744023	6744025	*	0.00418319510365599	0.00409377224789073	11.3207547169811
CP045898.1	6744054	6744056	*	0.0395255784644587	0.00409377224789073	11.5384615384615
CP045898.1	6746976	6746978	*	0.0902617668075024	0.00409377224789073	-16.4192949907236
CP045898.1	6747286	6747288	*	0.0101603299196071	0.00409377224789073	-12.1951219512195
CP045898.1	6747623	6747625	*	0.000263471330422264	0.00409377224789073	-10.7142857142857
CP045898.1	7476955	7476957	*	0.00247740611389807	0.00409377224789073	15.7894736842105
CP045898.1	7519456	7519458	*	0.00646499413803298	0.00409377224789073	-10.3448275862069
CP045898.1	7688803	7688805	*	0.00193934310444765	0.00409377224789073	13.953488372093
CP045898.1	7960084	7960086	*	0.00787696781510018	0.00409377224789073	-13.953488372093
CP045898.1	8223635	8223637	*	0.0181269918218694	0.00409377224789073	10.4166666666667
CP045898.1	8327514	8327516	*	0.00587327062661881	0.00409377224789073	13.8888888888889
CP045898.1	8353551	8353553	*	0.0044413570792988	0.00409377224789073	10.7142857142857
CP045898.1	8745332	8745334	*	0.0116401998242021	0.00409377224789073	-13.3333333333333
CP045898.1	9388845	9388847	*	0.00970541233713444	0.00409377224789073	-10.3448275862069
CP045898.1	9456291	9456293	*	0.0039166139826142	0.00409377224789073	-10.1694915254237
CP045898.1	9472416	9472418	*	0.00478871959018388	0.00409377224789073	-11.3207547169811
CP045898.1	9788129	9788131	*	0.00167735001554425	0.00409377224789073	-13.953488372093
CP045898.1	9788993	9788995	*	0.000438597079205183	0.00409377224789073	11.2676056338028
CP045898.1	10050522	10050524	*	0.00514305548716973	0.00409377224789073	-10.4166666666667
CP045898.1	10260394	10260396	*	0.0081963690560308	0.00409377224789073	-10.4166666666667
CP045898.1	10793941	10793943	*	4.09281758711027e-05	0.00409377224789073	20.5128205128205
CP045898.1	10800775	10800777	*	0.00460726526619618	0.00409377224789073	-10.4166666666667
CP045898.1	10903400	10903402	*	0.0113253503682454	0.00409377224789073	-11.1111111111111
CP045898.1	11128754	11128756	*	0.00723317800127716	0.00409377224789073	-11.1111111111111
CP045898.1	11337690	11337692	*	0.000506255644848785	0.00409377224789073	14.6341463414634
CP045898.1	11404931	11404933	*	0.00343643990341098	0.00409377224789073	-13.1578947368421
CP045898.1	11593585	11593587	*	0.000906899263111734	0.00409377224789073	16.2162162162162
CP045898.1	11936607	11936609	*	0.00258009073357926	0.00409377224789073	13.5135135135135
CP045898.1	11937512	11937514	*	0.00557882529205481	0.00409377224789073	-11.7647058823529
CP045898.1	12019843	12019845	*	0.00113106235797438	0.00409377224789073	13.5135135135135
CP045898.1	12095409	12095411	*	0.00134422593409044	0.00409377224789073	16.2162162162162
CP045898.1	12101224	12101226	*	0.0018801840382309	0.00409377224789073	10.3448275862069
CP045898.1	12207079	12207081	*	0.0054379186745528	0.00409377224789073	-13.8888888888889
CP045898.1	12441154	12441156	*	0.00135161138811894	0.00409377224789073	-15
CP045898.1	12528930	12528932	*	0.00217068220882937	0.00409377224789073	11.7647058823529
CP045898.1	12777199	12777201	*	0.00788417697643525	0.00409377224789073	-12.5
CP045898.1	12822566	12822568	*	0.00180552111782993	0.00409377224789073	11.7647058823529
CP045898.1	13335904	13335906	*	0.00334087799616353	0.00409377224789073	-11.1111111111111
CP045898.1	13394899	13394901	*	0.00617150746221312	0.00409377224789073	12.9032258064516
CP045898.1	13440583	13440585	*	0.00341532392849905	0.00409377224789073	-11.7647058823529
CP045898.1	13673079	13673081	*	0.00290853596878785	0.00409377224789073	-16.6666666666667
CP045898.1	13942677	13942679	*	0.00444135708050405	0.00409377224789073	10.7142857142857
CP045898.1	13946789	13946791	*	0.000116837313824257	0.00409377224789073	-28.125
CP045898.1	13992106	13992108	*	0.00330163335299341	0.00409377224789073	16.1290322580645
CP045898.1	14136773	14136775	*	0.00270568912270901	0.00409377224789073	-10.9090909090909
CP045898.1	14180894	14180896	*	0.00482938507997973	0.00409377224789073	13.1578947368421
CP045898.1	14218870	14218872	*	0.00242556842937555	0.00409377224789073	10.7142857142857
CP045898.1	14383255	14383257	*	0.00836713213655908	0.00409377224789073	-11.1111111111111
CP045898.1	14395948	14395950	*	0.00119996480850415	0.00409377224789073	13.0434782608696
CP045898.1	14420378	14420380	*	0.00318119995012679	0.00409377224789073	17.1428571428571
CP045898.1	14516086	14516088	*	0.000689659764796235	0.00409377224789073	-18.6046511627907
CP045898.1	14762191	14762193	*	0.0123263031725002	0.00409377224789073	-13.5135135135135
CP045898.1	14803613	14803615	*	0.00223159837800266	0.00409377224789073	10.1694915254237
CP045898.1	14983745	14983747	*	0.00122986830079808	0.00409377224789073	12.7659574468085
CP045898.1	15144411	15144413	*	0.0122470195383745	0.00409377224789073	-11.1111111111111
CP045898.1	15344509	15344511	*	0.00155044261689032	0.00409377224789073	-11.9047619047619
CP045898.1	15401798	15401800	*	0.00015666083622949	0.00409377224789073	-22.2222222222222
CP045898.1	15571459	15571461	*	0.00587327063817127	0.00409377224789073	-13.8888888888889
CP045898.1	15647560	15647562	*	0.00289120222772008	0.00409377224789073	-16.6666666666667
CP045898.1	16245590	16245592	*	3.13373119285053e-05	0.00409377224789073	-14.5161290322581
CP045898.1	16245669	16245671	*	0.00203190605846127	0.00409377224789073	-11.864406779661
CP045898.1	16406589	16406591	*	0.00550593466873292	0.00409377224789073	13.5135135135135
CP045898.1	16576506	16576508	*	0.00391424765664319	0.00409377224789073	-11.3207547169811
CP045898.1	17318844	17318846	*	0.0147053553308082	0.00409377224789073	10.7142857142857
CP045898.1	17386949	17386951	*	0.0205304205502442	0.00409377224789073	-10.2040816326531
CP045898.1	18461263	18461265	*	0.00606090894207678	0.00409377224789073	-12
CP045898.1	18638551	18638553	*	0.00125478990326258	0.00409377224789073	15
CP045898.1	18878581	18878583	*	0.00193639743407084	0.00409377224789073	13.8888888888889
CP045898.1	18909416	18909418	*	0.0012780075597719	0.00409377224789073	-15.7894736842105
CP045898.1	19058248	19058250	*	0.0123031273432011	0.00409377224789073	-11.1111111111111
CP045898.1	20238653	20238655	*	0.000736392897468766	0.00409377224789073	-13.7931034482759
CP045898.1	20313575	20313577	*	0.00717790689670473	0.00409377224789073	12.5
CP045898.1	20468041	20468043	*	0.00470375044914309	0.00409377224789073	-15.3846153846154
CP045898.1	21138435	21138437	*	0.00485003045852293	0.00409377224789073	-12
CP045898.1	21379452	21379454	*	0.00366529229908053	0.00409377224789073	-11.3207547169811
CP045898.1	21645533	21645535	*	0.00242708200039251	0.00409377224789073	-12.1951219512195
CP045898.1	21684774	21684776	*	0.000992314311992361	0.00409377224789073	12.5
CP045898.1	21850327	21850329	*	0.00448581606129361	0.00409377224789073	-11.5384615384615
CP045898.1	22161556	22161558	*	0.00816019468977683	0.00409377224789073	13.0434782608696
CP045898.1	22243597	22243599	*	0.0180828701416727	0.00409377224789073	-10.5263157894737
CP045898.1	22369627	22369629	*	0.00044696302122633	0.00409377224789073	-15.1515151515152
CP045898.1	22369947	22369949	*	0.00521417727500574	0.00409377224789073	15.1515151515152
CP045898.1	22425970	22425972	*	0.0104414219572672	0.00409377224789073	-13.8888888888889
CP045898.1	22443871	22443873	*	0.00113857202475714	0.00409377224789073	13.6363636363636
CP045898.1	22982742	22982744	*	0.00343470275644135	0.00409377224789073	10.8108108108108
CP045898.1	23008044	23008046	*	0.00871086540106903	0.00409377224789073	-10.2040816326531
CP045898.1	23072580	23072582	*	0.00485030718757247	0.00409377224789073	11.6279069767442
CP045898.1	23111333	23111335	*	0.00309440209578196	0.00409377224789073	10.3448275862069
CP045898.1	23121649	23121651	*	0.0063511436725737	0.00409377224789073	13.8888888888889
CP045898.1	23342287	23342289	*	0.0034153239294198	0.00409377224789073	-11.7647058823529
CP045898.1	23505943	23505945	*	0.00106559486931628	0.00409377224789073	11.3207547169811
CP045898.1	23530660	23530662	*	0.00332005112161365	0.00409377224789073	-13.953488372093
CP045898.1	23557461	23557463	*	0.00654671482529467	0.00409377224789073	12.5
CP045898.1	23690461	23690463	*	0.00549655060832234	0.00409377224789073	-11.6279069767442
CP045898.1	23698052	23698054	*	0.000124488083399079	0.00409377224789073	17.1428571428571
CP045898.1	23776731	23776733	*	0.000160699040248636	0.00409377224789073	16.6666666666667
CP045898.1	24072952	24072954	*	0.00938285155477651	0.00409377224789073	-11.1111111111111
CP045898.1	24694184	24694186	*	0.00359150182800335	0.00409377224789073	-14.2857142857143
CP045898.1	24963027	24963029	*	0.00274243477704046	0.00409377224789073	10.5263157894737
CP045899.1	38965	38967	*	0.0294642730509734	0.00409377224789073	-16.4114961052914
CP045899.1	44169	44171	*	0.00100577173250162	0.00409377224789073	-13.1147540983607
CP045899.1	51820	51822	*	0.0515442990573915	0.00409377224789073	21.6666666666667
CP045899.1	53913	53915	*	0.00857903822106942	0.00409377224789073	-14.1718555417186
CP045899.1	54253	54255	*	0.112100414414081	0.00409377224789073	10.0829725829726
CP045899.1	57978	57980	*	0.000558381618362399	0.00409377224789073	-11.8421052631579
CP045899.1	58083	58085	*	2.55231585467872e-05	0.00409377224789073	21.9512195121951
CP045899.1	61691	61693	*	1.56351711426895e-05	0.00409377224789073	21.7391304347826
CP045899.1	64171	64173	*	0.000148248553893164	0.00409377224789073	13.4615384615385
CP045899.1	65123	65125	*	0.000912699110540885	0.00409377224789073	15.625
CP045899.1	65511	65513	*	0.0046072652661883	0.00409377224789073	-10.4166666666667
CP045899.1	66636	66638	*	0.00599644210181456	0.00409377224789073	-13.953488372093
CP045899.1	68582	68584	*	0.00475325873354194	0.00409377224789073	16.2162162162162
CP045899.1	98891	98893	*	2.54870633832262e-05	0.00409377224789073	14.2857142857143
CP045899.1	167668	167670	*	0.0101134441160288	0.00409377224789073	-11.9047619047619
CP045899.1	169022	169024	*	0.00369330432883638	0.00409377224789073	10.1694915254237
CP045899.1	170477	170479	*	0.0025574016409391	0.00409377224789073	-10.2941176470588
CP045899.1	171283	171285	*	0.000907594405591794	0.00409377224789073	-15.3846153846154
CP045899.1	171962	171964	*	0.00113374594276088	0.00409377224789073	11.4754098360656
CP045899.1	189149	189151	*	0.0184989893421935	0.00409377224789073	-10.5263157894737
CP045899.1	192416	192418	*	0.00872654716244957	0.00409377224789073	10.8695652173913
CP045899.1	205695	205697	*	0.00516130936109532	0.00409377224789073	11.6279069767442
CP045899.1	216053	216055	*	0.0447394226335744	0.00409377224789073	12.4356775300172
CP045899.1	222187	222189	*	0.00126751563129924	0.00409377224789073	13.953488372093
CP045899.1	226491	226493	*	0.00739797548964139	0.00409377224789073	-10.958904109589
CP045899.1	239210	239212	*	1.70131648589889e-05	0.00409377224789073	-25
CP045899.1	244919	244921	*	0.015517168673868	0.00409377224789073	10.5325914149444
CP045899.1	248501	248503	*	0.00189969734738842	0.00409377224789073	-18.1818181818182
CP045899.1	251764	251766	*	6.18104022264416e-06	0.00409377224789073	15.8536585365854
CP045899.1	259263	259265	*	0.000235987420360839	0.00409377224789073	19.5121951219512
CP045899.1	261189	261191	*	0.000321189825523101	0.00409377224789073	-12.5
CP045899.1	273816	273818	*	0.00052547544240992	0.00409377224789073	-20
CP045899.1	274931	274933	*	0.000314498832061949	0.00409377224789073	-14.6341463414634
CP045899.1	282369	282371	*	0.008908745122951	0.00409377224789073	13.0434782608696
CP045899.1	282393	282395	*	0.102405096338597	0.00409377224789073	-13.7745098039216
CP045899.1	283020	283022	*	0.0422923851403001	0.00409377224789073	12.5274725274725
CP045899.1	283785	283787	*	0.00363623041672711	0.00409377224789073	12.5
CP045899.1	284384	284386	*	0.00018996687909196	0.00409377224789073	18.6046511627907
CP045899.1	287114	287116	*	0.0020881017441824	0.00409377224789073	-13.953488372093
CP045899.1	288812	288814	*	0.110061952247341	0.00409377224789073	11.8518518518519
CP045899.1	289828	289830	*	0.00305419466587313	0.00409377224789073	13.8888888888889
CP045899.1	301791	301793	*	0.00169938384585809	0.00409377224789073	13.8461538461538
CP045899.1	304672	304674	*	0.00114697531168515	0.00409377224789073	-12.1212121212121
CP045899.1	326327	326329	*	0.00197137437122764	0.00409377224789073	-13.6363636363636
CP045899.1	327369	327371	*	0.00313501925550152	0.00409377224789073	-12.7659574468085
CP045899.1	329084	329086	*	0.00610837281364388	0.00409377224789073	10.5263157894737
CP045899.1	330946	330948	*	0.106917426732777	0.00409377224789073	-12.0663650075415
CP045899.1	331105	331107	*	0.0611261258520908	0.00409377224789073	10.3116710875332
CP045899.1	331446	331448	*	0.00175901718838651	0.00409377224789073	10.5263157894737
CP045899.1	331500	331502	*	0.0677374219121137	0.00409377224789073	-14.968814968815
CP045899.1	335494	335496	*	0.00684820524446405	0.00409377224789073	-15
CP045899.1	335520	335522	*	0.00574170401163434	0.00409377224789073	-14.7058823529412
CP045899.1	339925	339927	*	0.0248305964062541	0.00409377224789073	12.6148705096074
CP045899.1	348064	348066	*	0.00411138998358423	0.00409377224789073	11.3636363636364
CP045899.1	348382	348384	*	0.00422458478151692	0.00409377224789073	-13.0434782608696
CP045899.1	348449	348451	*	0.00391084880232214	0.00409377224789073	12.7659574468085
CP045899.1	359322	359324	*	0.000468477983708839	0.00409377224789073	-25
CP045899.1	365400	365402	*	0.000932622707738775	0.00409377224789073	10.3448275862069
CP045899.1	366345	366347	*	0.00953441190810505	0.00409377224789073	-10.9090909090909
CP045899.1	371792	371794	*	0.00018049975055899	0.00409377224789073	-16.4539400665927
CP045899.1	378922	378924	*	0.000165814184864786	0.00409377224789073	15.7894736842105
CP045899.1	405788	405790	*	0.000979896223346064	0.00409377224789073	10.8433734939759
CP045899.1	406174	406176	*	0.00298985127490356	0.00409377224789073	11.7647058823529
CP045899.1	406697	406699	*	0.13187760129767	0.00409377224789073	11.1334674714956
CP045899.1	434474	434476	*	0.000229574338688	0.00409377224789073	13.8461538461538
CP045899.1	438665	438667	*	0.0120918925642027	0.00409377224789073	10.6382978723404
CP045899.1	446865	446867	*	0.0210730072833532	0.00409377224789073	-16.9512195121951
CP045899.1	458052	458054	*	0.00166211560866325	0.00409377224789073	15.3846153846154
CP045899.1	458352	458354	*	0.00637439022566319	0.00409377224789073	-12.5
CP045899.1	464127	464129	*	0.0251659283920368	0.00409377224789073	15.5743481324877
CP045899.1	464944	464946	*	0.00391271067865974	0.00409377224789073	12
CP045899.1	464987	464989	*	0.00011840102066484	0.00409377224789073	-19.4444444444444
CP045899.1	478869	478871	*	0.046578006925785	0.00409377224789073	-11.1622554660529
CP045899.1	483016	483018	*	0.0157182340434895	0.00409377224789073	-13.9178082191781
CP045899.1	508543	508545	*	0.00231925400717551	0.00409377224789073	-15.9090909090909
CP045899.1	543087	543089	*	0.00127851436082698	0.00409377224789073	13.0434782608696
CP045899.1	546889	546891	*	0.00240908676967208	0.00409377224789073	18.4375
CP045899.1	552944	552946	*	0.0162786924564458	0.00409377224789073	13.1782945736434
CP045899.1	575889	575891	*	0.00449815413935541	0.00409377224789073	-11.7647058823529
CP045899.1	578506	578508	*	0.00217068220941451	0.00409377224789073	-11.7647058823529
CP045899.1	581245	581247	*	0.00629591428529891	0.00409377224789073	14.2857142857143
CP045899.1	598973	598975	*	0.00510579515791027	0.00409377224789073	18.2475158084914
CP045899.1	599006	599008	*	0.00198563915857318	0.00409377224789073	12.2448979591837
CP045899.1	623506	623508	*	0.00726466716284679	0.00409377224789073	10.4166666666667
CP045899.1	1051100	1051102	*	0.00757151099053758	0.00409377224789073	-11.7647058823529
CP045899.1	1098938	1098940	*	0.00351809614650339	0.00409377224789073	-17.1428571428571
CP045899.1	1430781	1430783	*	0.00174629481202656	0.00409377224789073	-10.6382978723404
CP045899.1	1617404	1617406	*	0.00106846471532406	0.00409377224789073	-18.1818181818182
CP045899.1	1823054	1823056	*	0.00391376657314878	0.00409377224789073	11.5384615384615
CP045899.1	1843578	1843580	*	0.0108900218093785	0.00409377224789073	-11.9047619047619
CP045899.1	1896844	1896846	*	0.00221961173209375	0.00409377224789073	-14.2857142857143
CP045899.1	1926007	1926009	*	0.0213865537993244	0.00409377224789073	11.7647058823529
CP045899.1	1995491	1995493	*	0.021449797439722	0.00409377224789073	10.6382978723404
CP045899.1	2135805	2135807	*	0.00480909633988628	0.00409377224789073	10.6382978723404
CP045899.1	2193129	2193131	*	0.00689610915668896	0.00409377224789073	-11.2903225806452
CP045899.1	2194140	2194142	*	0.00667132621774576	0.00409377224789073	11.6279069767442
CP045899.1	2420274	2420276	*	0.0101124217016837	0.00409377224789073	-11.5384615384615
CP045899.1	2855127	2855129	*	0.00266662039905719	0.00409377224789073	11.3207547169811
CP045899.1	3079966	3079968	*	0.000347693748279091	0.00409377224789073	-18.1818181818182
CP045899.1	3185664	3185666	*	0.00158200022735779	0.00409377224789073	10.5263157894737
CP045899.1	3304949	3304951	*	0.000968844427359901	0.00409377224789073	-15.1515151515152
CP045899.1	3327155	3327157	*	0.00542704583101507	0.00409377224789073	-10.9090909090909
CP045899.1	3443381	3443383	*	0.0128938609010318	0.00409377224789073	-11.5384615384615
CP045899.1	3449081	3449083	*	0.00223389061791962	0.00409377224789073	12.5
CP045899.1	3529285	3529287	*	0.00233375099716915	0.00409377224789073	-14.7058823529412
CP045899.1	3826285	3826287	*	0.00497320989566558	0.00409377224789073	11.1111111111111
CP045899.1	4043667	4043669	*	0.0124181729373925	0.00409377224789073	11.3636363636364
CP045899.1	4074037	4074039	*	0.0029895582357369	0.00409377224789073	-10.9375
CP045899.1	4367344	4367346	*	0.000258930585780682	0.00409377224789073	-11.9402985074627
CP045899.1	4415631	4415633	*	0.000523608627469968	0.00409377224789073	12
CP045899.1	4465741	4465743	*	0.000556214558222901	0.00409377224789073	-15.3846153846154
CP045899.1	4603852	4603854	*	0.00241082867119395	0.00409377224789073	-16.6666666666667
CP045899.1	4800767	4800769	*	0.00171489175047228	0.00409377224789073	12.8205128205128
CP045899.1	4858409	4858411	*	0.000516593239202386	0.00409377224789073	18.4210526315789
CP045899.1	4860186	4860188	*	0.000262048054563055	0.00409377224789073	-11.2676056338028
CP045899.1	4862734	4862736	*	0.00121959007195654	0.00409377224789073	-11.7647058823529
CP045899.1	4867476	4867478	*	0.0711510445683521	0.00409377224789073	-15.8544955387783
CP045899.1	4867649	4867651	*	0.00997389192396073	0.00409377224789073	-10.5263157894737
CP045899.1	4867847	4867849	*	0.00708221781355811	0.00409377224789073	10.8326253186066
CP045899.1	4868529	4868531	*	0.00018870423815137	0.00409377224789073	15.0943396226415
CP045899.1	4868986	4868988	*	0.00596194169073375	0.00409377224789073	17.2322775263952
CP045899.1	5017313	5017315	*	0.0175184585304136	0.00409377224789073	10.3448275862069
CP045899.1	5112364	5112366	*	0.00125834368943966	0.00409377224789073	-12.9411764705882
CP045899.1	5150409	5150411	*	0.00111509391026312	0.00409377224789073	-10.9090909090909
CP045899.1	5360792	5360794	*	0.00954359822052877	0.00409377224789073	-13.5135135135135
CP045899.1	5418447	5418449	*	0.000489692958740102	0.00409377224789073	-17.1428571428571
CP045899.1	5531008	5531010	*	0.00935596625199746	0.00409377224789073	11.3636363636364
CP045899.1	5906784	5906786	*	0.00333084473574924	0.00409377224789073	-14.7058823529412
CP045899.1	6480921	6480923	*	0.00214463276166064	0.00409377224789073	-12
CP045899.1	6481109	6481111	*	0.00475325873478242	0.00409377224789073	-16.2162162162162
CP045899.1	6504607	6504609	*	0.00109076715102178	0.00409377224789073	19.3548387096774
CP045899.1	6647942	6647944	*	0.00104606004920217	0.00409377224789073	-12
CP045899.1	6795645	6795647	*	0.0135223807991155	0.00409377224789073	-11.6279069767442
CP045899.1	6827454	6827456	*	0.000476017048346631	0.00409377224789073	14.6341463414634
CP045899.1	7027328	7027330	*	0.00391512790995284	0.00409377224789073	10.9090909090909
CP045899.1	7032365	7032367	*	0.0084761964156112	0.00409377224789073	-13.6363636363636
CP045899.1	7207835	7207837	*	0.00228003084286757	0.00409377224789073	13.6363636363636
CP045899.1	7220755	7220757	*	0.00188527110651635	0.00409377224789073	11.1111111111111
CP045899.1	7264470	7264472	*	0.00419944344409431	0.00409377224789073	12
CP045899.1	7271651	7271653	*	0.000945969454925762	0.00409377224789073	18.75
CP045899.1	7364755	7364757	*	0.0039013922660743	0.00409377224789073	12.1951219512195
CP045899.1	7412088	7412090	*	0.00117730657328881	0.00409377224789073	12.8205128205128
CP045899.1	7442122	7442124	*	0.00150132986126981	0.00409377224789073	10.5263157894737
CP045899.1	7589299	7589301	*	0.00810428964834524	0.00409377224789073	-13.5135135135135
CP045899.1	7613233	7613235	*	0.00427970054510769	0.00409377224789073	-12.8205128205128
CP045899.1	7679219	7679221	*	0.00463966509728575	0.00409377224789073	14.2857142857143
CP045899.1	7906319	7906321	*	0.00295882981871782	0.00409377224789073	15.7894736842105
CP045899.1	7914176	7914178	*	0.00118230202580184	0.00409377224789073	15.7894736842105
CP045899.1	8184170	8184172	*	0.00389743393407274	0.00409377224789073	-17.1428571428571
CP045899.1	8240936	8240938	*	0.00318119995012829	0.00409377224789073	-17.1428571428571
CP045899.1	8260516	8260518	*	0.00546233434141885	0.00409377224789073	-11.1111111111111
CP045899.1	8544707	8544709	*	0.000185646367744215	0.00409377224789073	-13.3333333333333
CP045899.1	8948151	8948153	*	0.00599644210340246	0.00409377224789073	13.953488372093
CP045899.1	9024679	9024681	*	0.0166134999445278	0.00409377224789073	10.2040816326531
CP045899.1	9701332	9701334	*	0.122980157027492	0.00409377224789073	12.5
CP045899.1	9776273	9776275	*	0.00612024492843879	0.00409377224789073	12.2448979591837
CP045899.1	9901076	9901078	*	0.0114013862186734	0.00409377224789073	13.8888888888889
CP045899.1	10131108	10131110	*	0.00101568712369338	0.00409377224789073	-13.5135135135135
CP045899.1	10133116	10133118	*	0.00285435552135398	0.00409377224789073	13.8888888888889
CP045899.1	10221877	10221879	*	0.00023033304623599	0.00409377224789073	15.8415841584158
CP045899.1	10328259	10328261	*	0.00442167191756615	0.00409377224789073	10.3448275862069
CP045899.1	10522912	10522914	*	0.00390768526369922	0.00409377224789073	-13.953488372093
CP045899.1	10728134	10728136	*	0.00211788944056476	0.00409377224789073	-14.2857142857143
CP045899.1	10731972	10731974	*	0.00753486506826058	0.00409377224789073	-12.8205128205128
CP045899.1	10773751	10773753	*	0.00652742321551424	0.00409377224789073	10.5263157894737
CP045899.1	10905613	10905615	*	0.00175446708889673	0.00409377224789073	11.3207547169811
CP045899.1	10921437	10921439	*	0.00418319510365596	0.00409377224789073	11.3207547169811
CP045899.1	11116592	11116594	*	0.0118532345772538	0.00409377224789073	11.1111111111111
CP045899.1	11153556	11153558	*	0.00117730657328814	0.00409377224789073	12.8205128205128
CP045899.1	11156577	11156579	*	0.0164864905564425	0.00409377224789073	11.1111111111111
CP045899.1	11506549	11506551	*	0.00445823461187974	0.00409377224789073	-10.8108108108108
CP045899.1	11713270	11713272	*	0.0207863685924726	0.00409377224789073	11.1111111111111
CP045899.1	11785512	11785514	*	0.00808047633977804	0.00409377224789073	14.2857142857143
CP045899.1	11923158	11923160	*	0.00819636906212147	0.00409377224789073	-10.4166666666667
CP045899.1	12082349	12082351	*	0.000682298131927045	0.00409377224789073	12.7659574468085
CP045899.1	12130667	12130669	*	0.0120257444495444	0.00409377224789073	-10.3448275862069
CP045899.1	12255856	12255858	*	0.00503166887436156	0.00409377224789073	-10.8695652173913
CP045899.1	12301569	12301571	*	0.00920947645278917	0.00409377224789073	-10.5263157894737
CP045899.1	12501119	12501121	*	0.00119889924783353	0.00409377224789073	10.7142857142857
CP045899.1	12665704	12665706	*	0.00155592217841274	0.00409377224789073	18.1818181818182
CP045899.1	12878691	12878693	*	0.00111652857137905	0.00409377224789073	12.5
CP045899.1	12962672	12962674	*	0.0029550029876001	0.00409377224789073	12.2448979591837
CP045899.1	13052648	13052650	*	0.000868293459479307	0.00409377224789073	-10.5263157894737
CP045899.1	13190861	13190863	*	0.00249648304999783	0.00409377224789073	11.9047619047619
CP045899.1	13562490	13562492	*	0.00669723868085115	0.00409377224789073	12.5
CP045899.1	13584796	13584798	*	0.00452453463320335	0.00409377224789073	12.2448979591837
CP045899.1	13624932	13624934	*	0.00212172224649412	0.00409377224789073	17.6470588235294
CP045899.1	13795620	13795622	*	0.00557101405231477	0.00409377224789073	-13.1578947368421
CP045899.1	13828056	13828058	*	0.00391013995790692	0.00409377224789073	13.0434782608696
CP045899.1	13911761	13911763	*	0.00576442565257067	0.00409377224789073	-12.7659574468085
CP045899.1	13924212	13924214	*	0.00256930195964027	0.00409377224789073	-12.1951219512195
CP045899.1	14596902	14596904	*	0.0105825049460946	0.00409377224789073	10.6382978723404
CP045899.1	14877925	14877927	*	0.00449815413935407	0.00409377224789073	11.7647058823529
CP045899.1	14946609	14946611	*	0.00515808920697496	0.00409377224789073	11.5384615384615
CP045899.1	15031654	15031656	*	0.0150067115462432	0.00409377224789073	-11.7647058823529
CP045899.1	15291899	15291901	*	0.00909703472078618	0.00409377224789073	-13.3333333333333
CP045899.1	15424425	15424427	*	0.00214078044988095	0.00409377224789073	-10.9090909090909
CP045899.1	15624021	15624023	*	0.000880717556974234	0.00409377224789073	13.6363636363636
CP045899.1	15841589	15841591	*	0.00308091236782644	0.00409377224789073	-10.5263157894737
CP045899.1	15948388	15948390	*	0.00563333925936413	0.00409377224789073	-12.8205128205128
